latitude,longitude,month,day_of_year,prev_concentration,sst,air_temperature,wind_speed,wind_direction,current_speed,wave_height,target_concentration
-75.209,-1.684,11,332,71.2,-1.54,-24.1,38.6,171.9,0.35,0.46,73.6
-62.852,8.313,5,292,20.5,0.05,-10.1,9.0,153.0,0.26,3.15,21.2
-73.439,-88.25,2,258,41.1,-1.02,-19.7,34.1,303.4,0.18,1.7,42.8
-72.349,80.674,11,231,63.6,-1.16,-15.9,37.2,67.4,0.41,1.99,64.9
-62.311,-141.721,9,10,29.9,0.15,-9.9,22.7,249.1,1.58,4.0,30.7
-69.239,42.66,10,185,61.6,-0.31,-14.8,34.8,31.5,0.33,0.71,63.1
-65.471,-112.24,1,108,25.7,-0.27,-10.6,36.2,308.9,1.02,0.73,26.9
-75.333,-28.123,2,86,65.2,-1.29,-22.5,22.9,7.1,0.86,0.78,66.3
-63.07,-38.976,6,5,29.3,0.48,-8.2,20.4,178.5,1.08,3.14,30.6
-77.334,-36.115,9,303,94.4,-1.45,-24.8,37.1,83.5,0.2,0.13,96.2
-68.041,-83.574,11,214,54.6,-0.65,-12.7,28.9,161.4,0.84,0.71,55.8
-69.554,-22.28,9,113,65.7,-0.52,-13.9,36.6,257.5,0.9,2.22,67.0
-70.973,-29.93,11,335,61.3,-0.65,-15.3,36.2,223.9,0.58,2.08,62.6
-75.676,-108.186,10,252,71.3,-1.53,-21.2,16.2,75.4,0.18,0.24,73.4
-71.573,-122.902,9,17,76.8,-1.0,-23.2,13.4,202.3,0.93,1.97,78.8
-64.151,97.234,9,137,53.9,0.34,-6.8,27.4,37.5,0.19,2.88,54.8
-60.672,92.075,2,313,10.4,0.82,-4.9,25.8,182.6,0.38,1.0,10.1
-71.491,82.206,12,227,56.5,-0.9,-14.6,10.7,130.9,1.49,0.59,56.9
-60.547,96.919,1,126,16.4,0.61,-3.5,11.3,95.8,1.32,2.22,16.8
-73.582,91.154,9,216,83.1,-1.4,-23.4,39.0,323.3,1.72,0.95,85.0
-61.013,-20.672,1,265,20.1,0.31,-3.9,41.3,59.2,0.2,3.58,20.6
-66.454,144.904,1,324,39.0,-0.02,-6.9,41.0,150.9,1.61,2.7,40.1
-65.012,-67.07,6,5,50.2,0.24,-9.5,10.4,145.4,1.19,2.87,51.0
-66.873,-20.828,6,333,48.0,-0.44,-14.5,6.4,120.4,1.33,2.52,48.2
-60.145,-77.786,2,262,7.5,0.69,1.1,10.9,10.0,1.45,3.25,6.9
-64.065,81.543,9,57,50.3,0.34,-11.6,23.8,44.6,1.39,3.02,50.9
-67.696,-178.123,6,121,58.8,-0.08,-13.5,38.1,226.0,1.01,1.77,59.4
-72.878,102.524,12,294,59.4,-0.96,-19.4,14.2,118.0,1.09,2.33,60.4
-76.236,76.191,7,42,78.1,-1.6,-29.5,12.9,28.1,1.25,0.88,80.2
-63.981,133.925,10,256,43.0,0.44,-7.4,40.1,263.4,0.81,0.84,43.4
-69.274,-15.223,12,263,51.2,-0.82,-16.8,22.5,268.7,1.7,1.35,53.1
-67.171,-32.897,2,190,31.3,-0.57,-13.5,18.7,356.8,0.62,2.17,32.7
-75.441,32.265,1,157,67.1,-1.62,-19.9,23.1,44.0,0.69,2.14,68.3
-67.685,23.675,6,194,52.1,-0.24,-13.2,33.2,181.7,0.88,1.56,52.8
-62.406,-62.922,10,341,37.5,0.3,-3.5,17.5,16.5,1.24,1.87,37.3
-76.406,-120.379,1,293,65.2,-1.42,-25.3,28.9,231.8,0.24,2.41,67.0
-64.363,164.625,9,97,51.7,0.1,-13.9,29.4,191.5,1.74,1.07,52.0
-63.066,122.01,10,228,28.9,0.29,-9.1,26.8,176.9,1.69,1.67,28.8
-77.567,10.045,7,132,82.5,-1.45,-28.1,15.6,65.8,1.41,0.4,85.2
-65.785,-158.791,6,93,36.8,-0.37,-12.3,16.8,148.6,0.65,1.65,38.2
-75.823,-107.079,10,301,74.5,-1.49,-25.3,40.1,96.9,0.64,1.24,75.4
-77.48,48.075,1,138,67.2,-1.68,-28.5,33.2,234.6,0.31,1.47,69.0
-62.767,0.156,3,192,17.9,0.12,-6.9,40.2,346.1,1.04,0.6,18.9
-60.7,43.463,11,86,12.3,0.86,-3.6,27.1,302.2,0.75,2.03,12.7
-67.467,3.718,1,83,37.5,-0.3,-13.0,19.6,44.3,0.34,2.26,37.9
-70.225,39.76,6,350,70.0,-0.64,-13.7,31.2,98.3,1.23,0.88,70.4
-60.738,-61.755,12,69,18.4,0.3,-2.8,38.4,242.2,0.8,4.21,18.9
-64.276,13.727,11,334,25.8,-0.18,-5.8,29.8,242.0,0.7,3.58,26.8
-71.557,-116.213,12,5,44.0,-0.98,-20.1,5.3,267.5,1.39,2.47,45.7
-74.553,113.861,11,156,74.7,-1.49,-18.9,40.8,13.2,0.94,1.52,76.2
-77.872,174.335,11,203,71.8,-1.92,-27.3,11.3,69.8,1.36,1.55,73.9
-74.84,31.739,12,34,55.0,-1.1,-19.4,37.6,262.4,0.57,2.57,55.4
-60.543,63.984,10,130,32.4,0.85,-8.1,20.8,242.3,1.21,3.48,32.5
-62.802,-33.525,2,349,15.7,0.31,-4.5,6.6,259.6,0.18,4.43,16.0
-72.308,-38.931,6,42,75.6,-0.82,-16.5,13.3,248.2,1.73,1.88,76.1
-72.074,-157.376,11,50,50.8,-1.02,-23.1,34.5,336.6,1.53,1.0,52.3
-60.742,119.706,6,267,35.4,0.86,-2.2,27.9,275.1,1.16,2.39,34.7
-76.908,-167.996,6,356,74.7,-1.87,-23.5,21.4,108.5,1.16,0.31,76.7
-67.933,-73.83,7,206,50.5,-0.25,-17.2,27.2,237.5,0.12,1.4,52.1
-62.161,42.923,6,334,43.0,0.57,-6.7,17.1,69.3,0.27,2.23,42.6
-63.791,-110.299,10,65,42.4,0.03,-9.3,31.8,160.1,0.51,2.9,42.2
-72.39,-23.095,11,184,57.5,-0.79,-17.5,10.5,111.1,0.68,1.22,57.8
-67.444,64.188,1,122,32.8,-0.13,-8.5,20.6,70.3,0.44,3.66,33.8
-71.852,60.43,12,355,62.1,-0.89,-19.4,26.4,346.7,1.15,1.25,62.8
-69.823,104.109,1,254,35.0,-0.96,-16.8,13.5,224.6,0.51,2.96,36.9
-72.033,86.429,4,205,46.8,-0.68,-19.4,7.7,10.8,0.3,1.19,47.5
-67.458,95.592,1,16,26.7,-0.47,-13.6,14.7,62.7,1.54,1.34,27.0
-74.831,-85.756,2,11,62.1,-1.58,-20.1,37.7,121.8,0.46,1.34,63.3
-71.298,-118.31,9,320,77.4,-0.64,-23.2,10.3,332.7,1.45,0.52,78.6
-71.263,35.838,11,126,66.0,-0.71,-17.4,36.6,105.9,0.35,0.78,67.4
-72.959,-134.475,9,300,83.0,-1.27,-25.4,22.4,238.9,0.21,0.94,85.1
-66.389,3.297,8,266,54.6,-0.29,-14.1,30.7,257.6,0.94,1.0,55.3
-61.419,30.234,1,107,7.0,0.32,-0.0,19.6,110.2,1.61,3.16,7.7
-71.266,18.199,3,44,41.3,-0.85,-18.8,6.5,184.4,0.67,1.81,42.4
-71.385,-0.884,5,196,48.4,-0.92,-20.2,7.8,324.5,0.6,1.8,49.8
-76.593,-80.487,4,51,60.7,-1.69,-24.3,17.3,243.0,0.53,2.09,62.8
-62.782,-111.369,10,71,46.2,0.47,-5.3,38.8,3.1,0.61,2.84,47.0
-70.731,-33.927,10,336,53.0,-0.7,-14.4,40.2,311.6,0.49,2.3,53.4
-73.793,31.321,9,240,82.6,-1.24,-20.8,16.6,67.6,1.41,1.24,83.5
-69.901,21.041,6,72,61.6,-0.9,-13.6,5.4,291.7,1.52,1.07,62.4
-65.656,-34.787,12,276,27.8,-0.03,-8.9,6.2,50.1,1.76,4.2,28.5
-63.615,148.951,10,201,48.7,0.02,-9.3,24.8,67.8,0.28,1.99,49.2
-61.895,-146.433,2,346,13.4,0.16,-1.9,23.1,67.2,0.22,4.72,13.1
-73.805,57.445,2,233,43.2,-1.21,-22.5,36.8,147.9,0.37,0.67,44.8
-69.391,-155.245,4,67,51.7,-0.72,-12.1,29.6,57.2,1.08,1.17,52.0
-65.098,-14.776,4,4,39.8,-0.04,-6.1,27.4,88.9,0.66,2.24,40.2
-69.671,-165.929,2,148,41.2,-0.39,-15.4,36.2,285.2,0.76,3.03,42.8
-70.529,-115.352,10,222,61.3,-0.52,-20.5,26.0,141.7,1.71,0.83,63.3
-73.072,46.11,5,342,71.9,-1.0,-18.9,13.0,177.7,1.79,1.31,74.0
-76.622,-142.119,6,210,81.4,-1.76,-26.4,22.1,26.4,1.28,1.37,83.0
-64.573,128.078,7,20,37.6,-0.17,-7.0,17.1,269.5,0.92,0.58,38.1
-73.639,162.007,3,242,59.7,-0.99,-22.6,5.7,36.2,0.6,1.59,61.0
-76.603,94.892,11,140,68.4,-1.69,-27.8,6.3,243.0,0.47,1.71,70.9
-63.393,50.764,12,338,32.3,0.16,-7.9,6.9,1.7,1.41,3.17,33.5
-71.256,-94.125,2,9,42.0,-0.57,-17.7,12.1,240.8,0.47,3.19,43.7
-63.052,-119.562,3,23,16.4,0.04,-6.6,25.8,68.2,0.45,2.77,17.6
-75.826,-103.039,6,166,73.2,-1.56,-26.8,19.4,165.2,0.21,1.78,75.3
-71.358,-155.761,4,211,46.9,-0.82,-13.5,8.8,193.0,1.78,2.89,47.2
-60.737,35.952,11,357,20.2,0.85,-1.4,9.9,63.1,1.39,3.28,21.0
-66.005,-155.695,1,312,36.1,-0.16,-9.2,32.4,181.2,1.3,0.4,35.8
-64.339,-135.34,4,220,32.6,0.17,-11.2,18.9,106.8,0.36,1.11,32.4
-61.379,35.307,8,169,31.3,0.4,-3.9,6.5,285.0,0.81,3.37,31.9
-73.878,83.834,6,125,67.4,-1.5,-19.3,41.6,288.5,1.28,0.71,69.4
-68.614,-113.924,11,4,40.0,-0.5,-10.8,6.9,357.1,1.7,0.75,40.1
-68.121,106.284,4,121,40.2,-0.47,-13.2,11.1,71.1,0.82,2.35,40.7
-67.624,168.381,4,140,45.7,-0.37,-8.6,18.3,136.0,0.9,1.62,46.5
-70.198,-123.884,8,11,73.2,-0.76,-21.7,38.5,108.1,1.01,1.27,74.0
-71.152,-69.895,5,193,58.4,-0.86,-19.3,31.4,70.5,1.66,0.27,60.3
-64.853,-45.267,7,213,57.1,0.31,-11.8,23.1,230.8,1.1,1.33,56.9
-61.411,-41.463,10,84,25.6,0.47,-7.3,38.8,260.0,0.97,2.32,26.3
-65.464,54.326,7,127,45.2,-0.34,-9.1,28.3,243.5,1.29,2.32,45.4
-69.802,65.184,5,127,54.7,-0.39,-13.4,5.5,277.5,1.2,2.77,55.4
-67.449,144.358,9,97,64.5,-0.54,-14.9,30.6,180.2,1.01,2.28,65.6
-64.789,90.886,12,46,21.1,0.08,-5.9,35.1,96.8,0.46,3.5,21.8
-77.884,-119.376,8,1,85.6,-1.62,-29.7,20.4,103.8,0.83,0.4,87.0
-75.582,-4.87,9,57,83.1,-1.28,-28.2,7.2,65.8,1.39,0.55,85.7
-70.642,45.661,10,56,69.8,-0.98,-19.8,19.0,99.6,0.68,1.43,71.1
-65.89,-143.709,1,137,32.5,-0.41,-8.5,41.5,34.9,0.99,0.39,33.2
-60.236,94.091,8,243,39.9,0.73,-5.9,30.2,123.5,0.64,1.13,39.9
-70.828,39.891,6,170,69.2,-1.1,-15.4,19.9,300.8,1.67,0.27,69.6
-68.449,162.382,4,189,40.2,-0.36,-10.4,24.1,237.7,0.11,2.45,41.7
-72.201,48.16,1,167,52.1,-1.15,-18.1,32.4,285.8,0.69,2.94,54.1
-69.43,57.002,12,52,49.1,-0.73,-17.2,10.3,187.2,1.07,2.83,50.2
-75.698,106.855,5,345,82.3,-1.19,-24.6,38.2,343.8,0.92,1.01,83.5
-74.932,159.916,12,46,54.9,-1.08,-26.1,39.4,117.5,0.75,1.03,57.0
-66.013,162.541,11,64,43.4,0.12,-9.8,23.2,286.4,0.67,1.03,44.1
-61.371,-156.72,6,194,39.8,0.66,-3.5,29.2,282.6,1.74,1.79,39.5
-73.336,-75.248,2,46,47.3,-1.1,-21.8,39.9,206.2,0.32,1.25,48.5
-64.735,-68.112,10,275,36.6,-0.02,-10.6,33.5,287.1,1.69,0.79,37.5
-67.366,-141.629,1,276,39.5,-0.43,-8.7,16.0,78.8,1.26,0.83,39.7
-64.553,125.686,12,18,30.2,-0.05,-4.0,9.6,358.9,1.3,2.16,31.0
-69.09,73.491,7,31,72.0,-0.66,-14.0,12.8,263.8,1.48,1.6,72.1
-62.422,-115.553,8,201,38.1,0.55,-4.3,10.9,7.8,0.77,1.78,38.2
-71.73,-39.109,2,271,49.6,-1.06,-13.7,30.9,197.3,0.27,1.24,51.1
-62.415,-160.516,12,156,20.2,0.16,-7.9,30.8,104.8,0.35,1.32,21.1
-64.764,-176.712,12,295,20.9,0.21,-5.4,18.9,353.8,1.26,1.11,20.4
-71.599,-9.405,1,61,56.1,-0.82,-16.3,40.9,225.7,0.79,0.36,56.7
-69.205,67.674,3,335,43.5,-0.41,-9.8,29.8,32.3,0.89,2.93,43.9
-66.618,-19.757,1,62,22.3,-0.45,-9.0,38.6,81.0,1.1,4.43,22.9
-65.513,-145.961,10,93,43.1,0.23,-9.4,16.0,45.1,0.65,2.61,44.3
-68.325,-34.081,12,11,38.6,-0.27,-10.9,24.6,23.0,1.52,2.17,39.9
-66.269,91.263,4,338,41.8,-0.36,-9.5,11.7,199.7,1.46,0.73,41.7
-74.288,-121.964,9,132,86.8,-1.56,-20.0,23.7,130.9,1.03,0.72,89.0
-77.998,-71.784,9,151,95.3,-1.83,-28.4,30.7,188.2,1.78,0.47,97.3
-74.223,-144.357,1,122,46.0,-1.49,-17.9,13.0,48.3,1.04,2.13,46.9
-64.876,-28.075,9,131,43.6,0.11,-13.5,21.9,340.1,1.25,3.31,43.8
-74.332,46.645,5,325,71.7,-1.47,-23.4,29.3,295.4,1.13,1.05,72.7
-60.136,-23.894,1,310,3.3,0.54,-0.9,30.3,146.4,0.66,0.92,4.0
-63.995,-127.321,4,141,16.5,0.07,-3.4,19.0,37.8,1.67,1.19,17.1
-72.482,115.684,8,49,76.2,-0.91,-18.7,25.4,218.7,1.62,0.49,78.2
-70.988,-55.738,12,348,59.0,-0.81,-16.1,36.4,171.7,0.32,0.28,60.1
-75.201,-134.507,7,291,87.5,-1.68,-23.3,41.1,254.7,0.52,0.96,89.5
-74.704,175.049,8,258,78.7,-1.07,-24.5,31.6,332.6,0.49,1.27,79.6
-72.498,97.408,2,325,39.2,-0.9,-14.5,11.1,20.7,1.36,2.2,40.2
-62.262,166.38,7,347,39.8,0.52,-7.3,24.1,359.3,1.61,2.67,40.0
-66.907,147.919,12,4,40.3,-0.14,-9.2,14.0,266.0,1.72,3.07,41.6
-68.494,39.31,10,230,64.6,-0.38,-12.1,24.4,81.0,0.23,2.17,65.4
-60.855,-27.82,7,88,32.4,0.35,-1.9,14.2,194.1,1.4,0.8,32.1
-72.716,-103.296,12,324,56.8,-1.24,-20.8,39.5,231.5,1.5,0.36,58.1
-66.881,-4.224,6,4,52.2,-0.36,-14.1,5.2,320.5,0.42,1.28,52.4
-69.143,-149.492,9,79,60.8,-0.32,-20.7,33.5,90.0,0.9,1.17,61.8
-61.941,13.114,5,56,36.3,0.52,-5.7,10.2,269.0,0.11,3.43,37.0
-76.008,-77.436,3,203,59.7,-1.62,-27.0,29.6,341.4,1.73,2.72,60.8
-69.197,-1.596,11,66,47.2,-0.42,-12.2,23.6,332.5,1.53,1.48,47.3
-76.058,-172.385,3,177,61.4,-1.37,-25.4,30.1,123.2,1.76,2.04,63.0
-72.79,-5.065,7,127,77.1,-0.94,-24.3,15.4,41.4,0.55,1.43,79.0
-70.275,-9.399,2,359,44.9,-0.66,-17.5,36.6,226.4,0.35,0.69,45.9
-73.07,-110.816,3,219,41.8,-1.3,-16.2,19.1,189.0,1.29,3.52,42.4
-70.331,-157.914,7,330,57.6,-0.97,-19.5,39.9,256.2,0.52,2.59,58.3
-77.99,57.755,6,109,82.7,-1.93,-27.5,20.9,90.8,0.94,0.67,83.9
-65.959,65.866,3,170,25.0,0.06,-7.3,26.8,217.7,0.51,1.49,25.6
-76.43,-141.708,11,309,67.2,-1.53,-22.0,29.2,68.6,1.3,2.26,67.9
-68.162,-56.557,12,243,50.0,-0.61,-11.2,6.6,69.0,1.04,1.03,51.4
-62.638,146.453,6,188,34.8,0.46,-3.8,7.5,150.8,1.68,2.14,34.1
-67.215,70.814,3,149,22.8,-0.26,-8.7,30.7,266.7,0.78,3.18,24.0
-60.512,-120.413,9,197,35.1,0.56,-3.9,12.7,1.3,1.07,2.45,34.4
-61.285,4.606,9,363,40.8,0.38,-3.0,16.0,96.7,0.3,1.07,41.0
-72.747,50.262,5,69,57.9,-0.9,-19.1,14.2,296.4,1.01,0.26,58.9
-67.107,-47.12,2,362,37.4,-0.43,-13.6,38.2,106.2,1.77,2.5,37.4
-71.601,82.972,5,91,53.8,-1.2,-17.4,37.1,338.0,1.09,2.27,55.3
-60.978,-87.356,11,325,25.3,0.39,-4.3,17.0,73.4,1.17,3.78,25.3
-69.971,82.732,7,189,58.3,-0.7,-17.9,22.0,293.6,0.4,1.72,60.3
-74.753,-78.464,5,84,76.9,-1.16,-21.5,12.0,51.7,0.82,1.0,78.6
-70.755,80.75,3,7,45.8,-0.87,-19.8,35.6,274.8,1.2,0.44,46.6
-76.495,-128.651,11,308,65.3,-1.31,-21.7,8.9,265.0,0.68,1.84,66.2
-69.352,22.626,8,84,61.3,-0.61,-19.3,25.1,96.3,1.02,0.3,61.7
-68.196,-143.076,7,73,49.5,-0.6,-17.6,19.3,127.2,0.59,3.0,51.0
-65.638,77.346,2,252,18.2,-0.32,-11.8,40.4,128.6,1.15,0.93,19.7
-61.442,142.411,10,78,25.4,0.52,-4.6,30.1,54.1,1.23,1.58,26.2
-71.729,-142.588,8,339,70.5,-1.07,-17.3,34.6,284.0,1.56,2.22,72.2
-75.361,-126.799,8,245,91.5,-1.67,-26.2,31.9,52.1,0.65,0.27,93.8
-71.653,-2.086,8,356,82.3,-0.86,-19.3,10.1,339.9,1.67,0.76,83.7
-68.303,-2.663,9,118,57.5,-0.4,-16.2,26.4,249.7,1.37,2.09,58.0
-77.948,177.806,1,186,68.9,-1.52,-22.5,7.2,125.8,1.54,2.06,71.0
-72.695,-128.11,9,216,69.3,-0.87,-25.2,10.1,346.3,1.3,1.01,70.1
-60.632,-46.194,12,55,18.4,0.36,0.2,37.2,10.9,0.72,0.76,17.6
-67.755,112.936,3,94,33.1,-0.59,-11.5,40.1,169.3,1.33,1.97,34.1
-77.762,-139.944,1,329,57.7,-1.62,-25.6,5.4,299.8,1.26,2.53,59.5
-63.069,150.894,9,157,46.5,0.23,-11.0,41.0,187.7,1.76,0.69,46.6
-66.857,-101.194,3,287,32.8,-0.51,-9.0,22.7,235.0,0.79,1.75,32.6
-71.313,-27.28,5,56,49.8,-0.95,-16.0,17.4,86.2,0.38,0.6,50.4
-77.802,147.487,4,283,66.4,-1.51,-28.4,8.1,205.2,0.18,2.43,68.3
-77.135,-146.444,5,5,86.7,-1.53,-22.6,23.5,113.2,0.76,0.63,87.6
-65.856,-60.725,12,258,24.5,0.07,-12.6,26.7,137.6,1.1,3.79,24.9
-75.272,-13.282,11,48,80.0,-1.58,-26.0,30.2,50.7,1.32,1.82,81.8
-60.139,39.146,9,175,31.5,0.46,-5.9,28.1,338.5,0.17,3.0,32.1
-73.696,178.923,10,39,81.8,-1.16,-18.4,8.6,5.4,1.4,0.65,83.7
-63.647,142.249,8,49,45.3,-0.0,-11.0,7.5,207.5,0.7,0.53,46.3
-69.707,175.012,5,227,55.4,-0.86,-19.0,26.0,14.3,1.56,1.35,57.3
-61.491,-133.566,6,263,38.9,0.76,-6.5,30.2,182.1,0.55,3.3,39.5
-66.829,51.792,12,126,39.8,-0.21,-13.9,8.9,135.3,1.07,3.19,40.2
-62.265,60.894,6,239,33.9,0.41,-4.0,9.0,64.9,0.28,3.8,33.9
-70.204,-35.453,2,163,36.9,-0.65,-17.2,32.4,41.2,0.87,2.23,38.8
-75.381,-103.151,10,17,88.0,-1.27,-28.2,34.9,284.2,1.76,0.42,89.3
-77.587,93.102,7,139,85.8,-1.94,-31.3,15.1,29.4,1.59,0.79,87.8
-74.146,141.506,3,28,46.9,-1.02,-21.9,32.9,59.2,0.69,1.58,48.3
-65.601,-122.152,12,224,28.8,0.04,-10.3,5.4,281.9,1.12,0.68,29.7
-66.903,-63.456,12,163,26.3,-0.02,-7.7,23.5,113.9,1.45,3.02,26.3
-64.999,175.766,3,325,23.5,0.29,-11.1,13.1,352.5,0.81,2.6,23.5
-71.204,-54.689,4,348,51.9,-1.15,-14.7,5.6,322.8,0.95,2.75,53.3
-66.32,-15.841,7,181,50.2,-0.15,-12.6,33.3,40.8,0.4,1.54,50.4
-67.292,15.395,7,146,63.3,-0.2,-14.6,15.5,223.3,1.67,2.26,65.1
-63.493,-142.628,11,9,34.0,0.16,-7.4,32.8,333.8,0.27,1.95,34.6
-77.413,-75.634,7,109,84.6,-1.75,-29.2,12.2,169.0,0.31,1.57,87.3
-70.567,115.35,12,203,38.4,-0.84,-18.5,15.5,316.7,0.55,3.19,40.1
-70.535,-93.04,7,17,57.6,-0.97,-19.7,35.2,295.2,1.12,1.13,59.7
-60.129,-92.941,7,99,34.9,0.62,-7.8,39.5,154.5,1.7,1.74,35.7
-70.744,-65.475,3,224,38.3,-0.67,-18.9,9.4,207.7,0.77,2.93,40.3
-62.928,-122.741,6,105,28.6,0.01,-11.3,33.5,55.1,1.15,2.45,30.1
-67.708,-170.896,12,67,48.4,-0.29,-10.1,11.9,234.9,0.48,0.88,49.7
-64.926,110.555,7,134,51.7,-0.12,-7.4,28.2,229.8,1.08,0.58,52.1
-67.274,-141.452,5,135,52.1,-0.55,-12.6,18.4,301.8,0.76,1.67,52.1
-76.676,165.318,2,108,65.3,-1.69,-25.4,38.6,291.1,0.41,0.25,66.4
-67.789,38.396,1,61,43.4,-0.09,-11.9,27.7,196.7,0.37,2.69,44.9
-74.529,-169.36,1,266,56.5,-1.53,-18.2,9.2,78.1,0.66,0.85,58.2
-61.083,-83.667,8,103,46.7,0.46,-5.3,15.9,268.3,0.94,1.87,46.8
-74.525,-117.735,11,144,77.7,-1.56,-20.3,26.7,59.6,0.45,1.45,79.0
-69.969,34.679,5,164,55.7,-0.62,-16.9,26.0,134.6,1.18,0.44,56.2
-77.392,4.088,10,210,80.8,-1.52,-26.4,40.7,126.8,0.15,0.46,82.2
-63.764,-51.212,2,111,21.7,0.1,-3.7,9.5,114.7,0.12,1.76,21.8
-63.686,143.548,9,34,42.1,0.25,-8.9,8.8,100.1,1.13,3.19,43.3
-76.653,141.359,7,350,92.8,-1.72,-28.6,12.3,289.0,0.95,1.24,94.6
-75.766,-118.39,6,303,77.2,-1.44,-27.0,28.8,308.2,1.78,1.8,78.6
-62.85,-34.988,9,271,32.4,0.39,-11.4,8.5,288.9,1.33,1.37,33.5
-70.794,20.322,6,253,65.2,-0.86,-16.8,21.8,305.5,1.74,0.51,66.1
-66.876,-169.456,1,6,23.6,0.04,-7.6,31.8,81.5,0.25,3.31,24.6
-63.309,13.521,1,353,26.3,0.1,-3.3,9.1,341.0,0.23,1.68,26.7
-63.375,-82.832,3,71,20.8,0.0,-7.1,10.5,210.3,1.55,4.11,21.5
-65.972,7.835,4,296,32.5,-0.14,-11.7,33.6,173.8,0.26,3.16,33.6
-71.646,120.795,4,338,54.8,-0.7,-16.2,7.8,178.1,0.46,2.09,55.8
-71.069,-4.448,6,107,70.2,-0.68,-18.6,16.6,340.0,1.3,1.57,72.0
-76.098,-133.178,6,198,90.2,-1.32,-25.6,33.9,67.7,0.57,0.33,91.5
-62.343,53.418,3,237,23.2,0.52,-6.3,38.1,67.3,0.15,3.07,23.4
-73.22,153.694,2,182,48.7,-1.35,-19.1,23.8,19.1,0.56,0.59,50.3
-64.824,-27.868,5,97,34.1,0.09,-9.0,23.3,156.1,1.26,2.67,35.5
-74.048,-160.87,1,295,50.0,-1.51,-23.7,13.4,223.3,1.32,1.43,50.9
-64.789,136.63,5,254,30.1,0.21,-10.4,15.7,214.7,1.35,0.73,30.7
-65.392,-8.367,5,353,32.7,-0.16,-13.4,11.9,324.0,0.34,0.41,33.5
-71.987,-116.095,5,40,53.4,-0.81,-23.1,18.0,170.6,0.1,2.7,54.8
-77.187,-173.739,11,149,84.0,-1.67,-29.0,10.4,33.8,0.62,1.25,85.9
-64.773,176.326,5,340,35.6,-0.04,-13.0,18.0,255.7,1.62,3.08,37.0
-61.761,34.468,2,139,15.6,0.59,-7.0,41.2,308.3,1.22,1.05,15.9
-73.601,86.764,7,185,71.6,-1.44,-19.5,19.0,38.9,0.57,1.47,73.0
-61.577,175.439,9,90,32.7,0.59,-3.1,19.5,150.2,1.79,1.49,32.0
-68.639,-56.421,10,63,54.5,-0.53,-11.6,34.3,103.8,1.75,1.63,55.6
-69.606,-125.918,5,320,53.2,-0.84,-15.9,7.4,106.1,0.87,0.88,54.8
-75.778,-4.188,1,221,57.5,-1.29,-26.5,10.1,316.3,1.43,1.57,60.1
-67.907,163.327,12,139,32.2,-0.26,-13.2,39.0,104.7,0.15,3.78,32.6
-65.787,-40.953,7,51,59.3,0.15,-11.3,11.4,156.9,1.59,2.29,59.3
-64.182,-89.993,7,284,40.1,0.0,-11.4,39.3,166.0,0.41,2.94,41.4
-76.271,9.566,12,161,67.3,-1.45,-25.4,18.1,168.0,1.73,1.23,69.7
-77.524,96.037,2,72,66.7,-1.85,-27.1,24.0,45.8,1.02,1.48,68.2
-64.404,-38.643,7,344,36.9,0.27,-7.1,22.0,19.6,0.19,3.22,37.6
-71.997,-144.936,5,290,59.6,-1.07,-22.7,32.4,242.8,1.36,0.39,60.6
-75.405,86.553,8,70,79.8,-1.33,-22.8,16.1,111.9,1.78,0.18,81.3
-65.62,-138.705,1,79,28.7,-0.31,-12.0,12.6,170.5,1.52,2.07,28.7
-75.807,-34.359,3,121,67.4,-1.47,-20.4,30.2,309.4,1.15,1.17,69.0
-74.673,114.678,11,124,62.3,-1.19,-22.5,22.6,104.4,1.23,2.55,63.8
-65.981,-39.172,12,55,32.2,0.06,-12.7,15.5,43.2,0.76,2.49,32.1
-66.292,56.589,8,22,63.1,-0.26,-15.9,37.6,165.0,0.12,0.61,64.1
-62.502,-104.119,12,269,19.2,0.09,-3.9,18.0,258.9,0.68,3.42,19.9
-72.99,94.539,5,202,54.7,-0.9,-20.7,40.6,218.1,0.41,2.2,56.1
-66.14,-86.679,12,166,35.2,-0.1,-9.5,35.7,24.3,0.15,2.94,35.3
-66.025,-0.204,11,244,36.6,-0.3,-8.7,38.9,286.4,0.28,3.41,37.6
-71.086,170.395,2,32,45.2,-1.07,-13.4,7.7,274.8,1.13,2.93,46.9
-72.219,71.541,7,69,82.6,-0.95,-23.4,14.3,157.5,0.59,0.47,83.5
-63.351,111.122,4,45,25.8,0.31,-4.9,12.5,291.6,1.62,1.8,25.9
-68.162,-154.093,3,350,39.7,-0.19,-11.2,23.4,299.7,1.07,1.92,40.1
-66.867,21.131,3,35,29.5,-0.18,-7.5,26.1,45.8,0.98,0.76,30.0
-77.073,14.594,1,115,71.2,-1.8,-22.1,19.4,128.8,1.58,0.52,72.4
-68.38,-93.097,9,313,60.1,-0.52,-19.2,30.8,39.9,0.9,2.54,60.9
-77.46,-58.304,5,103,74.9,-1.57,-29.6,25.2,264.2,1.67,1.43,77.5
-73.759,-153.752,10,313,76.9,-1.05,-26.2,41.3,342.0,1.12,1.28,77.8
-68.074,160.776,5,22,39.0,-0.42,-15.9,18.0,171.9,1.43,3.3,39.5
-61.238,-170.513,4,274,19.3,0.46,-1.9,5.7,173.6,0.76,2.0,18.7
