external_id,timestamp,latitude,longitude,prev_latitude,prev_longitude,length,width,height,speed,direction,wind_speed,wind_direction,current_speed,current_direction,sea_ice_concentration,next_latitude,next_longitude
A-81,2026-08-11T18:00:00+00:00,-72.1937,-52.9838,-72.217,-52.8828,34893.6,15995.6,249.1,0.43,307.0,19.7,318.7,0.29,292.0,74.2,-72.1678,-53.0961
A-81,2026-08-12T00:00:00+00:00,-72.1678,-53.0961,-72.1225,-53.0224,34893.6,15995.6,249.1,0.56,206.5,30.9,181.4,0.31,191.5,72.9,-72.2181,-53.178
A-81,2026-08-12T06:00:00+00:00,-72.2181,-53.178,-72.3358,-53.0137,34893.6,15995.6,249.1,1.42,336.9,18.0,349.0,1.4,321.9,24.3,-72.0874,-53.3606
A-81,2026-08-12T12:00:00+00:00,-72.0874,-53.3606,-72.0373,-53.2089,34893.6,15995.6,249.1,0.76,222.9,23.8,220.3,0.59,207.9,59.4,-72.1432,-53.5292
A-81,2026-08-12T18:00:00+00:00,-72.1432,-53.5292,-72.0675,-53.6887,34893.6,15995.6,249.1,1.0,147.1,33.7,115.7,0.83,132.1,76.1,-72.2273,-53.352
A-81,2026-08-13T00:00:00+00:00,-72.2273,-53.352,-72.3524,-53.1812,34893.6,15995.6,249.1,1.5,337.4,23.7,313.9,1.53,322.4,60.8,-72.0882,-53.5418
A-81,2026-08-13T06:00:00+00:00,-72.0882,-53.5418,-72.028,-53.7458,34893.6,15995.6,249.1,0.97,133.8,9.5,132.6,1.09,118.8,78.2,-72.1551,-53.3151
A-81,2026-08-13T12:00:00+00:00,-72.1551,-53.3151,-72.0899,-53.2202,34893.6,15995.6,249.1,0.79,204.1,21.2,215.6,0.75,189.1,81.3,-72.2275,-53.4207
A-81,2026-08-13T18:00:00+00:00,-72.2275,-53.4207,-72.2301,-52.956,34893.6,15995.6,249.1,1.57,271.1,34.6,261.4,1.27,256.1,28.5,-72.2245,-53.937
A-81,2026-08-14T00:00:00+00:00,-72.2245,-53.937,-72.3121,-54.1512,34893.6,15995.6,249.1,1.21,36.8,12.1,7.0,1.32,21.8,52.0,-72.1273,-53.699
A-81,2026-08-14T06:00:00+00:00,-72.1273,-53.699,-72.042,-53.8082,34893.6,15995.6,249.1,1.02,158.6,26.8,170.7,0.74,143.6,30.5,-72.222,-53.5777
A-81,2026-08-14T12:00:00+00:00,-72.222,-53.5777,-72.1202,-53.3221,34893.6,15995.6,249.1,1.42,217.5,29.0,216.6,1.28,202.5,45.8,-72.3352,-53.8616
A-81,2026-08-14T18:00:00+00:00,-72.3352,-53.8616,-72.2813,-53.8342,34893.6,15995.6,249.1,0.6,188.8,23.7,192.1,0.29,173.8,33.2,-72.395,-53.8921
A-81,2026-08-15T00:00:00+00:00,-72.395,-53.8921,-72.5141,-53.7586,34893.6,15995.6,249.1,1.4,341.3,15.0,337.4,1.54,326.3,66.5,-72.2627,-54.0405
A-81,2026-08-15T06:00:00+00:00,-72.2627,-54.0405,-72.2081,-54.4143,34893.6,15995.6,249.1,1.4,115.6,13.1,124.1,1.55,100.6,55.4,-72.3234,-53.6251
A-81,2026-08-15T12:00:00+00:00,-72.3234,-53.6251,-72.4079,-53.8824,34893.6,15995.6,249.1,1.28,42.8,10.4,3.8,1.39,27.8,30.7,-72.2296,-53.3393
A-81,2026-08-15T18:00:00+00:00,-72.2296,-53.3393,-72.2075,-53.2994,34893.6,15995.6,249.1,0.28,208.8,11.0,217.1,0.2,193.8,68.8,-72.2542,-53.3836
A-81,2026-08-16T00:00:00+00:00,-72.2542,-53.3836,-72.1545,-53.3966,34893.6,15995.6,249.1,1.11,177.7,15.1,184.8,1.14,162.7,52.2,-72.365,-53.3692
A-81,2026-08-16T06:00:00+00:00,-72.365,-53.3692,-72.3305,-53.5493,34893.6,15995.6,249.1,0.72,122.3,25.2,124.2,0.37,107.3,24.8,-72.4033,-53.169
A-81,2026-08-16T12:00:00+00:00,-72.4033,-53.169,-72.398,-53.3795,34893.6,15995.6,249.1,0.71,94.8,28.0,106.8,0.57,79.8,82.5,-72.4092,-52.9351
A-81,2026-08-16T18:00:00+00:00,-72.4092,-52.9351,-72.3701,-53.1197,34893.6,15995.6,249.1,0.76,125.0,33.9,116.3,0.4,110.0,53.2,-72.4526,-52.7301
A-81,2026-08-17T00:00:00+00:00,-72.4526,-52.7301,-72.4709,-53.034,34893.6,15995.6,249.1,1.04,78.7,37.2,34.0,0.59,63.7,35.4,-72.4323,-52.3925
A-81,2026-08-17T06:00:00+00:00,-72.4323,-52.3925,-72.4219,-52.5394,34893.6,15995.6,249.1,0.51,103.3,14.1,90.0,0.34,88.3,27.0,-72.444,-52.2292
A-81,2026-08-17T12:00:00+00:00,-72.444,-52.2292,-72.3346,-52.1535,34893.6,15995.6,249.1,1.24,191.8,12.3,166.8,1.31,176.8,31.1,-72.5655,-52.3133
A-81,2026-08-17T18:00:00+00:00,-72.5655,-52.3133,-72.6121,-52.3013,34893.6,15995.6,249.1,0.52,355.6,13.6,5.0,0.43,340.6,52.0,-72.5137,-52.3267
A-81,2026-08-18T00:00:00+00:00,-72.5137,-52.3267,-72.4511,-52.1767,34893.6,15995.6,249.1,0.86,215.7,32.6,193.0,0.46,200.7,37.0,-72.5833,-52.4932
A-81,2026-08-18T06:00:00+00:00,-72.5833,-52.4932,-72.4869,-52.6328,34893.6,15995.6,249.1,1.17,156.6,35.9,151.2,1.0,141.6,73.9,-72.6903,-52.3382
A-81,2026-08-18T12:00:00+00:00,-72.6903,-52.3382,-72.7019,-52.05,34893.6,15995.6,249.1,0.96,277.7,31.5,247.2,0.81,262.7,76.3,-72.6774,-52.6583
A-81,2026-08-18T18:00:00+00:00,-72.6774,-52.6583,-72.6948,-52.4786,34893.6,15995.6,249.1,0.62,288.0,14.9,296.1,0.54,273.0,53.5,-72.6581,-52.858
A-81,2026-08-19T00:00:00+00:00,-72.6581,-52.858,-72.7406,-52.8766,34893.6,15995.6,249.1,0.92,3.8,24.3,358.5,0.77,348.8,57.2,-72.5664,-52.8374
A-81,2026-08-19T06:00:00+00:00,-72.5664,-52.8374,-72.6012,-52.5655,34893.6,15995.6,249.1,0.98,293.1,21.5,266.0,0.89,278.1,55.4,-72.5277,-53.1394
A-81,2026-08-19T12:00:00+00:00,-72.5277,-53.1394,-72.425,-53.457,34893.6,15995.6,249.1,1.56,137.1,27.1,145.0,1.5,122.1,51.1,-72.6419,-52.7866
A-81,2026-08-19T18:00:00+00:00,-72.6419,-52.7866,-72.7163,-52.7378,34893.6,15995.6,249.1,0.84,348.9,9.8,309.9,0.9,333.9,53.7,-72.5591,-52.8408
A-81,2026-08-20T00:00:00+00:00,-72.5591,-52.8408,-72.6127,-52.7775,34893.6,15995.6,249.1,0.63,340.5,32.2,309.6,0.22,325.5,44.4,-72.4996,-52.9111
A-81,2026-08-20T06:00:00+00:00,-72.4996,-52.9111,-72.4727,-52.7806,34893.6,15995.6,249.1,0.53,235.6,12.3,237.2,0.44,220.6,42.7,-72.5294,-53.0561
A-81,2026-08-20T12:00:00+00:00,-72.5294,-53.0561,-72.5625,-53.3352,34893.6,15995.6,249.1,1.0,68.4,28.2,31.0,0.75,53.4,43.8,-72.4926,-52.7459
A-81,2026-08-20T18:00:00+00:00,-72.4926,-52.7459,-72.391,-52.7142,34893.6,15995.6,249.1,1.13,185.4,31.3,194.1,0.83,170.4,37.2,-72.6054,-52.7811
A-81,2026-08-21T00:00:00+00:00,-72.6054,-52.7811,-72.6487,-52.4688,34893.6,15995.6,249.1,1.14,294.9,25.1,263.7,0.93,279.9,31.3,-72.5572,-53.1281
A-81,2026-08-21T06:00:00+00:00,-72.5572,-53.1281,-72.5514,-53.4883,34893.6,15995.6,249.1,1.2,93.1,37.5,49.9,1.0,78.1,69.1,-72.5637,-52.7279
A-81,2026-08-21T12:00:00+00:00,-72.5637,-52.7279,-72.4821,-52.4397,34893.6,15995.6,249.1,1.32,226.6,36.6,200.7,0.95,211.6,35.3,-72.6544,-53.0482
A-81,2026-08-21T18:00:00+00:00,-72.6544,-53.0482,-72.5836,-52.7428,34893.6,15995.6,249.1,1.28,232.2,26.7,195.1,1.3,217.2,82.0,-72.733,-53.3875
A-81,2026-08-22T00:00:00+00:00,-72.733,-53.3875,-72.8427,-53.4107,34893.6,15995.6,249.1,1.22,3.6,11.8,330.7,1.39,348.6,81.8,-72.6111,-53.3617
A-81,2026-08-22T06:00:00+00:00,-72.6111,-53.3617,-72.6027,-53.7894,34893.6,15995.6,249.1,1.42,93.7,28.8,82.7,1.38,78.7,66.7,-72.6203,-52.8863
A-81,2026-08-22T12:00:00+00:00,-72.6203,-52.8863,-72.5583,-53.3488,34893.6,15995.6,249.1,1.68,114.2,29.5,90.3,1.56,99.2,39.4,-72.6892,-52.3725
A-81,2026-08-22T18:00:00+00:00,-72.6892,-52.3725,-72.7812,-52.1381,34893.6,15995.6,249.1,1.28,322.8,26.2,304.6,1.05,307.8,24.3,-72.587,-52.6331
A-81,2026-08-23T00:00:00+00:00,-72.587,-52.6331,-72.5207,-52.8169,34893.6,15995.6,249.1,0.96,140.3,10.5,124.8,1.08,125.3,82.6,-72.6606,-52.4288
A-81,2026-08-23T06:00:00+00:00,-72.6606,-52.4288,-72.7666,-52.4499,34893.6,15995.6,249.1,1.18,3.4,30.5,12.9,1.12,348.4,80.0,-72.5428,-52.4054
A-81,2026-08-23T12:00:00+00:00,-72.5428,-52.4054,-72.476,-52.2795,34893.6,15995.6,249.1,0.85,209.5,15.1,195.8,0.83,194.5,55.1,-72.6171,-52.5454
A-81,2026-08-23T18:00:00+00:00,-72.6171,-52.5454,-72.6458,-53.0574,34893.6,15995.6,249.1,1.73,79.4,37.2,67.2,1.51,64.4,44.7,-72.5851,-51.9764
A-81,2026-08-24T00:00:00+00:00,-72.5851,-51.9764,-72.5445,-51.6732,34893.6,15995.6,249.1,1.1,245.9,10.3,221.0,1.21,230.9,50.0,-72.6303,-52.3133
A-81,2026-08-24T06:00:00+00:00,-72.6303,-52.3133,-72.5484,-52.1304,34893.6,15995.6,249.1,1.09,213.7,26.3,177.3,0.96,198.7,57.3,-72.7212,-52.5166
A-81,2026-08-24T12:00:00+00:00,-72.7212,-52.5166,-72.6133,-52.2694,34893.6,15995.6,249.1,1.45,214.2,21.1,179.0,1.38,199.2,28.4,-72.8412,-52.7912
A-81,2026-08-24T18:00:00+00:00,-72.8412,-52.7912,-72.9153,-53.1922,34893.6,15995.6,249.1,1.55,57.9,23.5,70.6,1.59,42.9,61.8,-72.7587,-52.3458
A-81,2026-08-25T00:00:00+00:00,-72.7587,-52.3458,-72.6855,-52.3244,34893.6,15995.6,249.1,0.82,185.0,17.5,188.8,0.76,170.0,60.6,-72.8401,-52.3695
A-81,2026-08-25T06:00:00+00:00,-72.8401,-52.3695,-72.8945,-52.3872,34893.6,15995.6,249.1,0.61,5.5,15.1,18.7,0.58,350.5,78.2,-72.7796,-52.3499
A-81,2026-08-25T12:00:00+00:00,-72.7796,-52.3499,-72.8474,-52.434,34893.6,15995.6,249.1,0.8,20.2,18.8,358.0,0.73,5.2,64.6,-72.7044,-52.2565
A-81,2026-08-25T18:00:00+00:00,-72.7044,-52.2565,-72.7586,-52.2979,34893.6,15995.6,249.1,0.62,12.8,25.1,11.0,0.37,357.8,55.2,-72.6442,-52.2105
A-81,2026-08-26T00:00:00+00:00,-72.6442,-52.2105,-72.6011,-52.4296,34893.6,15995.6,249.1,0.87,123.4,31.4,123.3,0.72,108.4,80.7,-72.6921,-51.9671
A-81,2026-08-26T06:00:00+00:00,-72.6921,-51.9671,-72.6518,-51.8539,34893.6,15995.6,249.1,0.58,219.9,19.8,213.7,0.47,204.9,73.0,-72.7369,-52.0928
A-81,2026-08-26T12:00:00+00:00,-72.7369,-52.0928,-72.6652,-51.8693,34893.6,15995.6,249.1,1.08,222.8,16.8,229.8,1.09,207.8,54.6,-72.8165,-52.3411
A-81,2026-08-26T18:00:00+00:00,-72.8165,-52.3411,-72.7636,-52.5272,34893.6,15995.6,249.1,0.85,133.9,25.3,96.9,0.75,118.9,76.3,-72.8753,-52.1344
A-81,2026-08-27T00:00:00+00:00,-72.8753,-52.1344,-72.9874,-52.327,34893.6,15995.6,249.1,1.39,26.8,13.8,345.8,1.49,11.8,42.1,-72.7508,-51.9205
A-81,2026-08-27T06:00:00+00:00,-72.7508,-51.9205,-72.8326,-52.1019,34893.6,15995.6,249.1,1.09,33.3,12.9,28.7,1.15,18.3,54.6,-72.66,-51.7189
A-81,2026-08-27T12:00:00+00:00,-72.66,-51.7189,-72.73,-51.8898,34893.6,15995.6,249.1,0.96,36.0,18.1,356.2,0.88,21.0,42.3,-72.5821,-51.529
A-81,2026-08-27T18:00:00+00:00,-72.5821,-51.529,-72.5371,-51.3648,34893.6,15995.6,249.1,0.74,227.5,13.0,207.2,0.77,212.5,76.4,-72.6321,-51.7114
A-81,2026-08-28T00:00:00+00:00,-72.6321,-51.7114,-72.524,-51.5944,34893.6,15995.6,249.1,1.26,197.9,14.7,190.7,1.29,182.9,34.5,-72.7523,-51.8415
A-81,2026-08-28T06:00:00+00:00,-72.7523,-51.8415,-72.635,-51.7712,34893.6,15995.6,249.1,1.32,190.1,37.7,181.6,0.98,175.1,43.8,-72.8825,-51.9197
A-81,2026-08-28T12:00:00+00:00,-72.8825,-51.9197,-72.809,-51.9002,34893.6,15995.6,249.1,0.82,184.4,36.5,176.3,0.57,169.4,75.3,-72.9642,-51.9412
A-81,2026-08-28T18:00:00+00:00,-72.9642,-51.9412,-72.9269,-51.5721,34893.6,15995.6,249.1,1.27,250.9,17.7,219.6,1.26,235.9,38.7,-73.0058,-52.3514
A-81,2026-08-29T00:00:00+00:00,-73.0058,-52.3514,-73.0594,-52.4374,34893.6,15995.6,249.1,0.66,25.1,15.9,2.7,0.63,10.1,77.1,-72.9462,-52.2557
A-81,2026-08-29T06:00:00+00:00,-72.9462,-52.2557,-72.9915,-52.1725,34893.6,15995.6,249.1,0.57,331.7,34.8,296.8,0.3,316.7,79.4,-72.8958,-52.3482
A-81,2026-08-29T12:00:00+00:00,-72.8958,-52.3482,-72.8907,-52.5797,34893.6,15995.6,249.1,0.76,94.3,26.0,59.3,0.48,79.3,41.7,-72.9015,-52.0908
A-81,2026-08-29T18:00:00+00:00,-72.9015,-52.0908,-72.9176,-51.9589,34893.6,15995.6,249.1,0.47,292.5,15.1,285.6,0.32,277.5,45.6,-72.8837,-52.2375
A-81,2026-08-30T00:00:00+00:00,-72.8837,-52.2375,-72.8527,-52.3246,34893.6,15995.6,249.1,0.45,140.4,10.6,105.7,0.35,125.4,33.1,-72.9181,-52.1407
A-81,2026-08-30T06:00:00+00:00,-72.9181,-52.1407,-72.965,-52.4211,34893.6,15995.6,249.1,1.05,60.3,14.5,62.5,1.07,45.3,47.3,-72.8659,-51.829
A-81,2026-08-30T12:00:00+00:00,-72.8659,-51.829,-72.9242,-51.8827,34893.6,15995.6,249.1,0.67,15.2,29.8,342.2,0.34,0.2,49.1,-72.8011,-51.7695
A-81,2026-08-30T18:00:00+00:00,-72.8011,-51.7695,-72.8697,-52.0265,34893.6,15995.6,249.1,1.14,47.9,17.5,5.8,1.07,32.9,29.7,-72.7249,-51.4839
B-015K,2026-08-01T00:00:00+00:00,-63.3574,19.2502,-63.3701,19.0796,10136.7,6395.5,49.0,0.86,80.6,31.3,63.8,0.74,65.6,84.8,-63.3433,19.4397
B-015K,2026-08-01T06:00:00+00:00,-63.3433,19.4397,-63.2589,19.5477,10136.7,6395.5,49.0,1.08,209.8,28.9,188.5,0.99,194.8,74.3,-63.4371,19.3198
B-015K,2026-08-01T12:00:00+00:00,-63.4371,19.3198,-63.5236,19.3146,10136.7,6395.5,49.0,0.96,1.5,30.7,2.4,0.71,346.5,53.4,-63.3411,19.3255
B-015K,2026-08-01T18:00:00+00:00,-63.3411,19.3255,-63.3941,19.4455,10136.7,6395.5,49.0,0.84,314.5,24.7,276.1,0.76,299.5,80.8,-63.2822,19.192
B-015K,2026-08-02T00:00:00+00:00,-63.2822,19.192,-63.3873,19.2836,10136.7,6395.5,49.0,1.25,338.6,24.7,328.6,1.29,323.6,82.1,-63.1654,19.0903
B-015K,2026-08-02T06:00:00+00:00,-63.1654,19.0903,-63.1184,19.2733,10136.7,6395.5,49.0,1.05,240.3,33.9,210.1,0.78,225.3,55.0,-63.2177,18.887
B-015K,2026-08-02T12:00:00+00:00,-63.2177,18.887,-63.2616,18.9266,10136.7,6395.5,49.0,0.53,337.9,16.4,310.5,0.39,322.9,53.2,-63.1689,18.843
B-015K,2026-08-02T18:00:00+00:00,-63.1689,18.843,-63.2457,18.8903,10136.7,6395.5,49.0,0.88,344.5,37.5,321.5,0.59,329.5,67.6,-63.0835,18.7905
B-015K,2026-08-03T00:00:00+00:00,-63.0835,18.7905,-62.9681,18.7134,10136.7,6395.5,49.0,1.34,163.2,20.7,130.9,1.41,148.2,74.7,-63.2117,18.876
B-015K,2026-08-03T06:00:00+00:00,-63.2117,18.876,-63.1475,18.9354,10136.7,6395.5,49.0,0.77,202.6,16.6,180.7,0.63,187.6,27.7,-63.2831,18.8101
B-015K,2026-08-03T12:00:00+00:00,-63.2831,18.8101,-63.2147,19.0364,10136.7,6395.5,49.0,1.36,236.1,10.5,249.5,1.58,221.1,80.6,-63.3592,18.5587
B-015K,2026-08-03T18:00:00+00:00,-63.3592,18.5587,-63.3962,18.5325,10136.7,6395.5,49.0,0.43,17.6,8.2,14.2,0.42,2.6,61.5,-63.318,18.5878
B-015K,2026-08-04T00:00:00+00:00,-63.318,18.5878,-63.3528,18.6643,10136.7,6395.5,49.0,0.54,315.4,25.6,316.2,0.3,300.4,61.8,-63.2793,18.5029
B-015K,2026-08-04T06:00:00+00:00,-63.2793,18.5029,-63.3485,18.4992,10136.7,6395.5,49.0,0.77,1.4,32.8,356.8,0.36,346.4,40.6,-63.2025,18.5071
B-015K,2026-08-04T12:00:00+00:00,-63.2025,18.5071,-63.1493,18.3802,10136.7,6395.5,49.0,0.87,132.9,14.3,116.6,0.87,117.9,61.2,-63.2617,18.648
B-015K,2026-08-04T18:00:00+00:00,-63.2617,18.648,-63.2573,18.8947,10136.7,6395.5,49.0,1.23,267.8,20.8,265.7,1.15,252.8,38.5,-63.2665,18.374
B-015K,2026-08-05T00:00:00+00:00,-63.2665,18.374,-63.233,18.5282,10136.7,6395.5,49.0,0.85,244.3,23.6,222.1,0.74,229.3,66.6,-63.3036,18.2026
B-015K,2026-08-05T06:00:00+00:00,-63.3036,18.2026,-63.3913,18.0992,10136.7,6395.5,49.0,1.1,27.9,12.3,346.7,1.17,12.9,47.5,-63.2061,18.3175
B-015K,2026-08-05T12:00:00+00:00,-63.2061,18.3175,-63.2432,18.5947,10136.7,6395.5,49.0,1.45,286.5,35.0,284.0,1.21,271.5,46.9,-63.1649,18.0096
B-015K,2026-08-05T18:00:00+00:00,-63.1649,18.0096,-63.1631,17.7204,10136.7,6395.5,49.0,1.45,90.8,30.4,46.7,1.38,75.8,65.7,-63.1669,18.3309
B-015K,2026-08-06T00:00:00+00:00,-63.1669,18.3309,-63.159,17.9774,10136.7,6395.5,49.0,1.77,92.8,35.6,103.6,1.53,77.8,34.2,-63.1757,18.7236
B-015K,2026-08-06T06:00:00+00:00,-63.1757,18.7236,-63.1176,19.0136,10136.7,6395.5,49.0,1.59,246.1,32.4,254.7,1.33,231.1,28.7,-63.2402,18.4014
B-015K,2026-08-06T12:00:00+00:00,-63.2402,18.4014,-63.2533,18.1575,10136.7,6395.5,49.0,1.23,83.2,33.1,45.5,1.05,68.2,61.9,-63.2256,18.6725
B-015K,2026-08-06T18:00:00+00:00,-63.2256,18.6725,-63.2135,18.7658,10136.7,6395.5,49.0,0.48,254.0,26.8,224.7,0.28,239.0,77.6,-63.239,18.5689
B-015K,2026-08-07T00:00:00+00:00,-63.239,18.5689,-63.1633,18.4588,10136.7,6395.5,49.0,1.0,146.8,23.6,149.5,0.89,131.8,55.9,-63.3231,18.6913
B-015K,2026-08-07T06:00:00+00:00,-63.3231,18.6913,-63.22,18.7791,10136.7,6395.5,49.0,1.22,200.9,18.4,191.7,1.27,185.9,65.9,-63.4376,18.5937
B-015K,2026-08-07T12:00:00+00:00,-63.4376,18.5937,-63.4605,18.4549,10136.7,6395.5,49.0,0.73,69.7,28.0,63.7,0.45,54.7,50.2,-63.4121,18.7479
B-015K,2026-08-07T18:00:00+00:00,-63.4121,18.7479,-63.5051,18.7796,10136.7,6395.5,49.0,1.04,351.3,15.8,350.4,0.99,336.3,28.8,-63.3087,18.7126
B-015K,2026-08-08T00:00:00+00:00,-63.3087,18.7126,-63.2741,18.7394,10136.7,6395.5,49.0,0.41,199.2,12.6,205.6,0.25,184.2,25.9,-63.347,18.6829
B-015K,2026-08-08T06:00:00+00:00,-63.347,18.6829,-63.4353,18.8749,10136.7,6395.5,49.0,1.37,315.7,32.5,307.8,1.24,300.7,62.7,-63.2489,18.4695
B-015K,2026-08-08T12:00:00+00:00,-63.2489,18.4695,-63.2586,18.3947,10136.7,6395.5,49.0,0.39,74.0,15.2,36.8,0.27,59.0,66.7,-63.2382,18.5526
B-015K,2026-08-08T18:00:00+00:00,-63.2382,18.5526,-63.2026,18.7202,10136.7,6395.5,49.0,0.93,244.8,36.8,232.4,0.45,229.8,34.0,-63.2777,18.3663
B-015K,2026-08-09T00:00:00+00:00,-63.2777,18.3663,-63.2851,18.4985,10136.7,6395.5,49.0,0.66,277.1,21.3,258.2,0.5,262.1,57.9,-63.2695,18.2194
B-015K,2026-08-09T06:00:00+00:00,-63.2695,18.2194,-63.2866,18.2923,10136.7,6395.5,49.0,0.41,297.5,13.6,301.6,0.24,282.5,30.1,-63.2505,18.1385
B-015K,2026-08-09T12:00:00+00:00,-63.2505,18.1385,-63.332,18.2146,10136.7,6395.5,49.0,0.98,337.2,36.7,327.5,0.5,322.2,31.1,-63.16,18.054
B-015K,2026-08-09T18:00:00+00:00,-63.16,18.054,-63.097,18.0785,10136.7,6395.5,49.0,0.71,190.0,11.0,153.8,0.66,175.0,24.9,-63.23,18.0266
B-015K,2026-08-10T00:00:00+00:00,-63.23,18.0266,-63.2028,18.1231,10136.7,6395.5,49.0,0.57,237.9,17.1,199.1,0.4,222.9,41.1,-63.2603,17.9194
B-015K,2026-08-10T06:00:00+00:00,-63.2603,17.9194,-63.3664,17.8172,10136.7,6395.5,49.0,1.28,23.4,18.9,347.1,1.31,8.4,55.1,-63.1424,18.033
B-015K,2026-08-10T12:00:00+00:00,-63.1424,18.033,-63.1937,18.0969,10136.7,6395.5,49.0,0.65,330.6,17.6,338.3,0.57,315.6,67.1,-63.0854,17.962
B-015K,2026-08-10T18:00:00+00:00,-63.0854,17.962,-63.0733,18.1626,10136.7,6395.5,49.0,1.02,262.4,21.9,267.7,0.89,247.4,45.6,-63.0989,17.739
B-015K,2026-08-11T00:00:00+00:00,-63.0989,17.739,-63.1457,17.6391,10136.7,6395.5,49.0,0.72,44.0,15.4,7.0,0.67,29.0,57.5,-63.0468,17.85
B-015K,2026-08-11T06:00:00+00:00,-63.0468,17.85,-62.9299,17.8106,10136.7,6395.5,49.0,1.31,171.3,36.6,179.3,1.2,156.3,78.1,-63.1767,17.8938
B-015K,2026-08-11T12:00:00+00:00,-63.1767,17.8938,-63.2124,18.1062,10136.7,6395.5,49.0,1.14,290.4,26.1,305.3,1.02,275.4,57.1,-63.137,17.6577
B-015K,2026-08-11T18:00:00+00:00,-63.137,17.6577,-63.1452,17.5014,10136.7,6395.5,49.0,0.79,83.4,21.2,58.4,0.66,68.4,58.7,-63.1279,17.8313
B-015K,2026-08-12T00:00:00+00:00,-63.1279,17.8313,-63.2254,17.9784,10136.7,6395.5,49.0,1.31,325.7,30.8,327.8,1.21,310.7,66.0,-63.0196,17.6678
B-015K,2026-08-12T06:00:00+00:00,-63.0196,17.6678,-63.0156,17.3416,10136.7,6395.5,49.0,1.64,91.5,32.5,49.8,1.53,76.5,53.7,-63.024,18.0302
B-015K,2026-08-12T12:00:00+00:00,-63.024,18.0302,-63.0835,17.8533,10136.7,6395.5,49.0,1.11,53.4,11.9,10.1,1.15,38.4,28.8,-62.9578,18.2267
B-015K,2026-08-12T18:00:00+00:00,-62.9578,18.2267,-62.9201,18.4644,10136.7,6395.5,49.0,1.27,250.8,18.9,262.5,1.22,235.8,32.2,-62.9997,17.9626
B-015K,2026-08-13T00:00:00+00:00,-62.9997,17.9626,-63.0857,17.8517,10136.7,6395.5,49.0,1.11,30.3,9.1,16.0,1.27,15.3,72.7,-62.9041,18.0858
B-015K,2026-08-13T06:00:00+00:00,-62.9041,18.0858,-62.813,18.1767,10136.7,6395.5,49.0,1.11,204.4,28.6,167.6,0.9,189.4,48.5,-63.0054,17.9849
B-015K,2026-08-13T12:00:00+00:00,-63.0054,17.9849,-63.0401,18.2308,10136.7,6395.5,49.0,1.3,287.3,28.5,249.6,1.21,272.3,63.4,-62.9667,17.7116
B-015K,2026-08-13T18:00:00+00:00,-62.9667,17.7116,-62.9165,17.558,10136.7,6395.5,49.0,0.95,125.7,18.7,85.2,0.95,110.7,71.9,-63.0224,17.8822
B-015K,2026-08-14T00:00:00+00:00,-63.0224,17.8822,-63.0276,18.2165,10136.7,6395.5,49.0,1.68,271.9,35.7,284.5,1.34,256.9,21.1,-63.0167,17.5107
B-015K,2026-08-14T06:00:00+00:00,-63.0167,17.5107,-63.0414,17.3082,10136.7,6395.5,49.0,1.06,75.0,37.3,85.1,0.74,60.0,57.2,-62.9893,17.7358
B-015K,2026-08-14T12:00:00+00:00,-62.9893,17.7358,-62.9432,17.5686,10136.7,6395.5,49.0,0.99,121.3,31.8,115.5,0.84,106.3,76.7,-63.0406,17.9217
B-015K,2026-08-14T18:00:00+00:00,-63.0406,17.9217,-63.1665,17.9478,10136.7,6395.5,49.0,1.4,354.6,36.6,313.9,1.0,339.6,26.1,-62.9007,17.8927
B-015K,2026-08-15T00:00:00+00:00,-62.9007,17.8927,-62.9027,18.0183,10136.7,6395.5,49.0,0.64,272.1,31.4,231.4,0.43,257.1,81.2,-62.8984,17.7532
B-015K,2026-08-15T06:00:00+00:00,-62.8984,17.7532,-62.8621,17.871,10136.7,6395.5,49.0,0.72,236.0,30.5,239.0,0.33,221.0,38.0,-62.9386,17.6223
B-015K,2026-08-15T12:00:00+00:00,-62.9386,17.6223,-62.9002,17.6894,10136.7,6395.5,49.0,0.54,218.5,34.0,184.1,0.28,203.5,79.3,-62.9813,17.5478
B-015K,2026-08-15T18:00:00+00:00,-62.9813,17.5478,-63.0294,17.502,10136.7,6395.5,49.0,0.58,23.4,25.3,357.2,0.32,8.4,52.5,-62.9279,17.5986
B-015K,2026-08-16T00:00:00+00:00,-62.9279,17.5986,-62.9626,17.4389,10136.7,6395.5,49.0,0.89,64.5,26.3,41.5,0.76,49.5,67.6,-62.8893,17.7761
B-015K,2026-08-16T06:00:00+00:00,-62.8893,17.7761,-62.8755,17.534,10136.7,6395.5,49.0,1.23,97.1,11.5,56.7,1.41,82.1,82.4,-62.9045,18.0451
B-015K,2026-08-16T12:00:00+00:00,-62.9045,18.0451,-62.8986,18.1496,10136.7,6395.5,49.0,0.53,262.9,20.3,271.0,0.4,247.9,70.1,-62.9112,17.929
B-015K,2026-08-16T18:00:00+00:00,-62.9112,17.929,-62.9757,17.8369,10136.7,6395.5,49.0,0.85,33.0,28.2,41.7,0.74,18.0,79.4,-62.8395,18.0312
B-015K,2026-08-17T00:00:00+00:00,-62.8395,18.0312,-62.8153,18.0689,10136.7,6395.5,49.0,0.33,215.5,9.3,222.3,0.24,200.5,42.3,-62.8663,17.9894
